#Seconds from epoch.microseconds; Duration in miliseconds
Begin,End,Wallclock,User,Sys
1605559587.908683,1605559588.040791,0.130,0.117,0.012
1605559588.041344,1605559588.169628,0.126,0.112,0.013
1605559588.170468,1605559588.300760,0.128,0.120,0.008
1605559588.301379,1605559588.428880,0.125,0.108,0.017
1605559588.429567,1605559588.556970,0.125,0.108,0.016
1605559588.557838,1605559588.684163,0.124,0.107,0.017
1605559588.684882,1605559588.811479,0.124,0.112,0.012
1605559588.812260,1605559588.939606,0.125,0.117,0.008
1605559588.940404,1605559589.069162,0.126,0.110,0.016
1605559589.070055,1605559589.200125,0.128,0.120,0.008
1605559589.201125,1605559589.329856,0.126,0.121,0.005
1605559589.330817,1605559589.461806,0.129,0.114,0.012
1605559589.462792,1605559589.591495,0.127,0.118,0.008
1605559589.592535,1605559589.719491,0.125,0.112,0.012
1605559589.720615,1605559589.851336,0.128,0.111,0.017
1605559589.852527,1605559589.982692,0.128,0.111,0.017
1605559589.983928,1605559590.115374,0.129,0.112,0.017
1605559590.116669,1605559590.245209,0.126,0.105,0.021
1605559590.246608,1605559590.374828,0.126,0.118,0.008
1605559590.376245,1605559590.504139,0.126,0.121,0.004
1605559590.505651,1605559590.634521,0.127,0.110,0.016
1605559590.636079,1605559590.764585,0.126,0.110,0.016
1605559590.766248,1605559590.896389,0.128,0.116,0.012
1605559590.898133,1605559591.026503,0.126,0.095,0.031
1605559591.028293,1605559591.156813,0.126,0.118,0.008
1605559591.158783,1605559591.287231,0.126,0.099,0.027
1605559591.289182,1605559591.416903,0.125,0.100,0.025
1605559591.418985,1605559591.555896,0.135,0.102,0.026
1605559591.558061,1605559591.687209,0.127,0.103,0.023
1605559591.689424,1605559591.820075,0.128,0.115,0.013
1605559591.822439,1605559591.952423,0.128,0.104,0.024
1605559591.954871,1605559592.083951,0.127,0.107,0.020
1605559592.086483,1605559592.217146,0.128,0.120,0.008
1605559592.219772,1605559592.351921,0.130,0.114,0.016
1605559592.354645,1605559592.482836,0.126,0.110,0.015
1605559592.485667,1605559592.614388,0.126,0.110,0.016
1605559592.617259,1605559592.748426,0.129,0.108,0.021
1605559592.751468,1605559592.878656,0.125,0.089,0.036
1605559592.881837,1605559593.012703,0.129,0.111,0.017
1605559593.016058,1605559593.150424,0.132,0.109,0.021
1605559593.154606,1605559593.307884,0.150,0.107,0.023
1605559593.311425,1605559593.441164,0.128,0.103,0.024
1605559593.444800,1605559593.576754,0.130,0.104,0.025
1605559593.581078,1605559593.714097,0.131,0.107,0.023
1605559593.718031,1605559593.847833,0.128,0.116,0.012
1605559593.851906,1605559593.981700,0.127,0.110,0.017
1605559593.985841,1605559594.115862,0.128,0.112,0.016
1605559594.120171,1605559594.250886,0.128,0.119,0.009
1605559594.255333,1605559594.385594,0.128,0.112,0.016
1605559594.390136,1605559594.523061,0.131,0.115,0.016
1605559594.527752,1605559594.657888,0.128,0.111,0.017
1605559594.662740,1605559594.791439,0.126,0.111,0.016
1605559594.796397,1605559594.924548,0.126,0.108,0.017
1605559594.929774,1605559595.061566,0.130,0.121,0.008
1605559595.066866,1605559595.197525,0.128,0.100,0.028
1605559595.202971,1605559595.331310,0.126,0.114,0.012
1605559595.336893,1605559595.466752,0.128,0.114,0.013
1605559595.472533,1605559595.601823,0.127,0.110,0.017
1605559595.607791,1605559595.737700,0.128,0.118,0.009
1605559595.743819,1605559595.874937,0.129,0.108,0.021
1605559595.881248,1605559596.013720,0.130,0.106,0.024
1605559596.020161,1605559596.152663,0.130,0.117,0.013
1605559596.159297,1605559596.289195,0.128,0.115,0.012
1605559596.295981,1605559596.427660,0.129,0.112,0.017
1605559596.434661,1605559596.564768,0.128,0.104,0.024
1605559596.571919,1605559596.703583,0.129,0.112,0.017
1605559596.710935,1605559596.841364,0.128,0.108,0.020
1605559596.848946,1605559596.979742,0.128,0.108,0.020
1605559596.987321,1605559597.116085,0.127,0.115,0.012
1605559597.123909,1605559597.252356,0.126,0.114,0.012
1605559597.260364,1605559597.388404,0.126,0.118,0.008
1605559597.396580,1605559597.526963,0.128,0.111,0.016
1605559597.535340,1605559597.663749,0.126,0.106,0.019
1605559597.672303,1605559597.800622,0.126,0.112,0.013
1605559597.809404,1605559597.937926,0.126,0.110,0.016
1605559597.946915,1605559598.075302,0.126,0.118,0.008
1605559598.084458,1605559598.213053,0.126,0.121,0.005
1605559598.222746,1605559598.350633,0.126,0.106,0.019
1605559598.360188,1605559598.490283,0.128,0.115,0.012
1605559598.500143,1605559598.627835,0.125,0.101,0.024
1605559598.637906,1605559598.764539,0.124,0.116,0.008
1605559598.774935,1605559598.902043,0.125,0.109,0.015
1605559598.912491,1605559599.041607,0.127,0.123,0.004
1605559599.052340,1605559599.182680,0.128,0.099,0.029
1605559599.193805,1605559599.321661,0.126,0.120,0.005
1605559599.332854,1605559599.461423,0.126,0.114,0.012
1605559599.472834,1605559599.602724,0.128,0.102,0.025
1605559599.614400,1605559599.741518,0.125,0.101,0.024
1605559599.753385,1605559599.880191,0.125,0.111,0.013
1605559599.892275,1605559600.022915,0.128,0.100,0.028
1605559600.035245,1605559600.164646,0.127,0.106,0.020
1605559600.177188,1605559600.307106,0.128,0.115,0.012
1605559600.320054,1605559600.447892,0.126,0.109,0.016
1605559600.460988,1605559600.589679,0.126,0.105,0.022
1605559600.602915,1605559600.731357,0.126,0.118,0.008
1605559600.744931,1605559600.871973,0.125,0.124,0.000
1605559600.885906,1605559601.013056,0.125,0.109,0.016
1605559601.027249,1605559601.154971,0.126,0.110,0.015
1605559601.169489,1605559601.297444,0.126,0.117,0.008
1605559601.312196,1605559601.441577,0.127,0.111,0.016
1605559601.456459,1605559601.584244,0.125,0.100,0.026
1605559601.599487,1605559601.729736,0.128,0.115,0.012
1605559601.745079,1605559601.871917,0.125,0.101,0.024
1605559601.887566,1605559602.019870,0.130,0.116,0.013
1605559602.035915,1605559602.169453,0.131,0.129,0.001
1605559602.185816,1605559602.316202,0.128,0.120,0.008
1605559602.332803,1605559602.463418,0.128,0.111,0.017
1605559602.480293,1605559602.612399,0.130,0.121,0.008
1605559602.629589,1605559602.759395,0.128,0.115,0.012
1605559602.776817,1605559602.907355,0.128,0.107,0.021
1605559602.925182,1605559603.055427,0.128,0.124,0.004
1605559603.073540,1605559603.203036,0.127,0.100,0.027
1605559603.221829,1605559603.351737,0.128,0.098,0.029
1605559603.370566,1605559603.502055,0.129,0.098,0.031
1605559603.520965,1605559603.650184,0.127,0.110,0.017
1605559603.669654,1605559603.801272,0.129,0.117,0.012
1605559603.820865,1605559603.952264,0.129,0.111,0.017
1605559603.972174,1605559604.103685,0.129,0.113,0.016
1605559604.123962,1605559604.254480,0.128,0.114,0.013
1605559604.275104,1605559604.404397,0.127,0.111,0.016
1605559604.425265,1605559604.554880,0.127,0.104,0.023
1605559604.576114,1605559604.706048,0.128,0.102,0.025
1605559604.727605,1605559604.856866,0.127,0.101,0.026
1605559604.878715,1605559605.008858,0.128,0.108,0.020
1605559605.031140,1605559605.164063,0.130,0.110,0.020
1605559605.186573,1605559605.316579,0.128,0.104,0.024
1605559605.339352,1605559605.468505,0.127,0.115,0.012
1605559605.491772,1605559605.621379,0.127,0.118,0.009
1605559605.645079,1605559605.776886,0.129,0.109,0.020
1605559605.801124,1605559605.930388,0.127,0.106,0.021
1605559605.954907,1605559606.085876,0.129,0.120,0.008
1605559606.110575,1605559606.237869,0.125,0.117,0.008
1605559606.262559,1605559606.390351,0.126,0.110,0.015
1605559606.415465,1605559606.542493,0.125,0.104,0.020
1605559606.567896,1605559606.696292,0.126,0.106,0.020
1605559606.722155,1605559606.849072,0.125,0.124,0.001
1605559606.875215,1605559607.003479,0.126,0.110,0.016
1605559607.029917,1605559607.158902,0.127,0.111,0.016
1605559607.185814,1605559607.315200,0.127,0.106,0.021
1605559607.342357,1605559607.472471,0.128,0.112,0.016
1605559607.500047,1605559607.629335,0.127,0.114,0.013
1605559607.657277,1605559607.787515,0.128,0.110,0.017
1605559607.815887,1605559607.944613,0.126,0.114,0.012
1605559607.973323,1605559608.103020,0.127,0.118,0.009
1605559608.132084,1605559608.260798,0.126,0.122,0.004
1605559608.290372,1605559608.418336,0.126,0.102,0.023
1605559608.448204,1605559608.575732,0.125,0.109,0.016
1605559608.606109,1605559608.735354,0.127,0.111,0.016
1605559608.766459,1605559608.895305,0.127,0.122,0.004
1605559608.926701,1605559609.054363,0.125,0.098,0.027
1605559609.086165,1605559609.220307,0.132,0.115,0.016
1605559609.252355,1605559609.385579,0.131,0.122,0.008
1605559609.417905,1605559609.545916,0.126,0.101,0.025
1605559609.578632,1605559609.705923,0.125,0.098,0.027
1605559609.739016,1605559609.866580,0.125,0.106,0.019
1605559609.900348,1605559610.031883,0.129,0.124,0.004
